"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Kryshtanovych, S.; Bekh, Y.; Stadnichenko, O.; Shevchenko, Z.; Maikher, V.","Kryshtanovych, Svitlana (57215219434); Bekh, Yuliya (57210786383); Stadnichenko, Olga (37039995400); Shevchenko, Z. V. (57419109500); Maikher, Viktoria (57216484481)","57215219434; 57210786383; 37039995400; 57419109500; 57216484481","Education 5.0: The development of the Ukrainian educational system in the conditions of artificial intelligence","2024","Edelweiss Applied Science and Technology","8","6","","549","558","0","10.55214/25768484.v8i6.2119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216136063&doi=10.55214%2F25768484.v8i6.2119&partnerID=40&md5=a2a22c266f571b6705e4d49474f83028","Department of Pedagogy and Psychology, State University of Physical Culture named after Ivan Bobersky, Lviv, Ukraine; Faculty of Sociology, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Department of Ukrainian Studies, Zaporizhzhia National University, Zaporizhzhia, Zaporizhia Oblast, Ukraine; Department of Sociology and Social Work, Lviv Polytechnic National University, Lviv, Lviv, Ukraine; Software Department, Lviv Polytechnic National University, Lviv, Lviv, Ukraine","Kryshtanovych, Svitlana, Department of Pedagogy and Psychology, State University of Physical Culture named after Ivan Bobersky, Lviv, Ukraine; Bekh, Yuliya, Faculty of Sociology, Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Stadnichenko, Olga, Department of Ukrainian Studies, Zaporizhzhia National University, Zaporizhzhia, Zaporizhia Oblast, Ukraine; Shevchenko, Z. V., Department of Sociology and Social Work, Lviv Polytechnic National University, Lviv, Lviv, Ukraine; Maikher, Viktoria, Software Department, Lviv Polytechnic National University, Lviv, Lviv, Ukraine","Adaptive learning; Artificial intelligence; Education 4.0; Education 5.0","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85216136063"
"Al Najdawi, M.H.; Shwedeh, F.; Abdelmoghies, M.M.; Kitana, A.; Ali, A.","Al Najdawi, Mohamed Hadi (59516529400); Shwedeh, Fanar (57218370085); Abdelmoghies, Mahmoud Mokhtar (59516615500); Kitana, Abdelkarim Fuad (58150705800); Ali, Ahmed (59516615600)","59516529400; 57218370085; 59516615500; 58150705800; 59516615600","Applying artificial intelligence in predicting educational excellence in higher education institutions: A case study in Jordanian universities","2024","Edelweiss Applied Science and Technology","8","6","","7273","7289","11","10.55214/25768484.v8i6.3579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215131767&doi=10.55214%2F25768484.v8i6.3579&partnerID=40&md5=2dcf2d55d9cb3f0f9bd472f58b93c79d","Collage of Humanities, City University Ajman, Ajman, Ajman, United Arab Emirates; Collage of Business, City University Ajman, Ajman, Ajman, United Arab Emirates; Collage of Law, City University Ajman, Ajman, Ajman, United Arab Emirates","Al Najdawi, Mohamed Hadi, Collage of Humanities, City University Ajman, Ajman, Ajman, United Arab Emirates; Shwedeh, Fanar, Collage of Business, City University Ajman, Ajman, Ajman, United Arab Emirates; Abdelmoghies, Mahmoud Mokhtar, Collage of Law, City University Ajman, Ajman, Ajman, United Arab Emirates; Kitana, Abdelkarim Fuad, Collage of Business, City University Ajman, Ajman, Ajman, United Arab Emirates; Ali, Ahmed, Collage of Humanities, City University Ajman, Ajman, Ajman, United Arab Emirates","Artificial intelligence; Data governance; Educational excellence; Higher education institutions","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85215131767"
"Porras, V.C.A.; Cuervo, S.A.C.; Cuervo, R.C.","Porras, Victor Del Carmen Avendano (59279759500); Cuervo, Sergio Andrés Correal (59280283100); Cuervo, Rodrigo Correal (57221098487)","59279759500; 59280283100; 57221098487","Intersectional analysis of the barriers faced by university women accessing and using ai in the workplace","2024","Journal of Asian Scientific Research","14","4","","521","534","1","10.55493/5003.v14i4.5144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214678729&doi=10.55493%2F5003.v14i4.5144&partnerID=40&md5=d2ade4525e0a0d8c1c51b8701fff0650","Universidad de Boyacá, Tunja, Boyaca, Colombia","Porras, Victor Del Carmen Avendano, Universidad de Boyacá, Tunja, Boyaca, Colombia; Cuervo, Sergio Andrés Correal, Universidad de Boyacá, Tunja, Boyaca, Colombia; Cuervo, Rodrigo Correal, Universidad de Boyacá, Tunja, Boyaca, Colombia","Artificial intelligence; Higher education; Intersectionality; Workplace","Asian Economic and Social Society","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214678729"
"Zhang, H.L.; Leong, W.Y.","Zhang, Hongli (59368078800); Leong, Wai Yie (56185056100)","59368078800; 56185056100","Transforming Rural and Underserved Schools with AI-Powered Education Solutions","2024","ASM Science Journal","19","","","1","12","6","10.32802/ASMSCJ.2023.1895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213976181&doi=10.32802%2FASMSCJ.2023.1895&partnerID=40&md5=fab23ee79a093acb62408bfb2d570633","Heilongjiang Institute of Construction Technology, Harbin, China; INTI International University, Nilai, Negeri Sembilan, Malaysia","Zhang, Hongli, Heilongjiang Institute of Construction Technology, Harbin, China, INTI International University, Nilai, Negeri Sembilan, Malaysia; Leong, Wai Yie, INTI International University, Nilai, Negeri Sembilan, Malaysia","artificial intelligence; automated management; Inclusive learning; intelligent tutoring systems; personalised learning; underserved schools","Akademi Sains Malaysia","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85213976181"
"Duerinckx, A.; Veeckman, C.; Verstraelen, K.; Singh, N.; van Laer, J.; Vaes, M.; Vandooren, C.; Duysburgh, P.","Duerinckx, Annelies (58028539500); Veeckman, Carina (56341041700); Verstraelen, Karen (58028291400); Singh, Neena (59477174300); van Laer, Jef (57201619556); Vaes, Michiel (58028473400); Vandooren, Charlotte (59476657500); Duysburgh, Pieter (36674785100)","58028539500; 56341041700; 58028291400; 59477174300; 57201619556; 58028473400; 59476657500; 36674785100","Co-creating Artificial Intelligence: Designing and Enhancing Democratic AI Solutions Through Citizen Science","2024","Citizen Science: Theory and Practice","9","1","43","","","3","10.5334/cstp.732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212335166&doi=10.5334%2Fcstp.732&partnerID=40&md5=eb40eda8a19176ca5f70143648565e79","Scivil, Leuven, Belgium; Vrije Universiteit Brussel, Brussels, BRU, Belgium; Knowledge Centre Data & Society, Vrije Universiteit Brussel, Brussels, BRU, Belgium; Roger van Overstraeten Society vzw, Leuven, Belgium","Duerinckx, Annelies, Scivil, Leuven, Belgium; Veeckman, Carina, Vrije Universiteit Brussel, Brussels, BRU, Belgium; Verstraelen, Karen, Scivil, Leuven, Belgium; Singh, Neena, Knowledge Centre Data & Society, Vrije Universiteit Brussel, Brussels, BRU, Belgium; van Laer, Jef, Scivil, Leuven, Belgium; Vaes, Michiel, Knowledge Centre Data & Society, Vrije Universiteit Brussel, Brussels, BRU, Belgium; Vandooren, Charlotte, Roger van Overstraeten Society vzw, Leuven, Belgium; Duysburgh, Pieter, Knowledge Centre Data & Society, Vrije Universiteit Brussel, Brussels, BRU, Belgium","artificial intelligence; citizen science; co-creation; crowdsourcing; democratization; education","Ubiquity Press","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85212335166"
"Cabuquin, J.C.; Sandra Acidre, M.A.; Manabat, M.A.A.; Aruta, M.G.H.; Sangutan, J.; Beltran Yu, R.F.","Cabuquin, Jomar Cobacha (59374643900); Sandra Acidre, Maria Aleja (59395741500); Manabat, Mary Ann A. (59396060600); Aruta, Mary Grace Hingpis (59396060700); Sangutan, Julinito (59395741600); Beltran Yu, Romer F. (59396223600)","59374643900; 59395741500; 59396060600; 59396060700; 59395741600; 59396223600","The role of ChatGPT on academic research: perspectives from filipino students across diverse educational levels; El papel de ChatGPT en la investigación académica: perspectivas de estudiantes filipinos en diversos niveles educativos","2024","Salud, Ciencia y Tecnologia - Serie de Conferencias","3","","1205","","","3","10.56294/sctconf2024.1205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208176177&doi=10.56294%2Fsctconf2024.1205&partnerID=40&md5=dc3f23d4c268e117c81c2815e19befb3","Science and Mathematics Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Elementary Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Technical-Vocational Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; College of Arts and Sciences, Camarines Sur Polytechnic Colleges, Nabua, Camarines Sur, Philippines","Cabuquin, Jomar Cobacha, Science and Mathematics Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Sandra Acidre, Maria Aleja, Science and Mathematics Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Manabat, Mary Ann A., Science and Mathematics Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Aruta, Mary Grace Hingpis, Elementary Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Sangutan, Julinito, Technical-Vocational Education Department, Eastern Visayas State University, Tacloban, Leyte, Philippines; Beltran Yu, Romer F., College of Arts and Sciences, Camarines Sur Polytechnic Colleges, Nabua, Camarines Sur, Philippines","Academic Research; ChatGPT; Cross-sectional Design; Filipino Students; Perspectives","Editorial Salud, Ciencia y Tecnologia","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85208176177"
"Nkedishu, N.V.; Vinella, O.","Nkedishu, Victor Chukwubueze (59411293300); Vinella, Okonta (59441908900)","59411293300; 59441908900","Artificial intelligence and future of secondary education in delta state: Implications for educational administration","2024","Journal of Asian Scientific Research","14","3","","277","288","4","10.55493/5003.v14i3.5073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208074313&doi=10.55493%2F5003.v14i3.5073&partnerID=40&md5=d3f109e1f63f1e74b87599ef7537bc98","Department of Educational Management and Foundations, Delta State University Nigeria, Abraka, Delta, Nigeria","Nkedishu, Victor Chukwubueze, Department of Educational Management and Foundations, Delta State University Nigeria, Abraka, Delta, Nigeria; Vinella, Okonta, Department of Educational Management and Foundations, Delta State University Nigeria, Abraka, Delta, Nigeria","Artificial intelligence; Delta State; Educational Administration; Implications; Secondary education","Asian Economic and Social Society","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85208074313"
"Tamozhska, I.; Chubuk, R.; Pienov, V.; Myroshnychenko, N.; Prokofyeva, L.","Tamozhska, Iryna (58305764800); Chubuk, Ruslan (59380471600); Pienov, Vadim (57956754500); Myroshnychenko, Nataliia (58922146100); Prokofyeva, Lyubov (59381086000)","58305764800; 59380471600; 57956754500; 58922146100; 59381086000","Innovative teaching methods for developing basic skills in higher education students through real professional contexts; Métodos didácticos innovadores para desarrollar las competencias básicas de los estudiantes de enseñanza superior a través de contextos profesionales reales","2024","Salud, Ciencia y Tecnologia - Serie de Conferencias","3","","1214","","","3","10.56294/sctconf2024.1214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207308641&doi=10.56294%2Fsctconf2024.1214&partnerID=40&md5=6808657ad67b2119ed52fe5a1056bfd2","Department of Educational Sciences, V. N. Karazin Kharkiv National University, Kharkiv, Kharkiv Oblast, Ukraine; Department of Social Work, Petro Mohyla Black Sea National University, Mykolaiv, Mykolaiv Oblast, Ukraine; and Natural Sciences Education, Odesa I.I. Mechnikov National University, Odesa, Odeska Oblast, Ukraine; Donetsk State University of Internal Affairs, Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine; Department of of Pedagogical Education and Social Rehabilitation, Odesa I.I. Mechnikov National University, Odesa, Odeska Oblast, Ukraine","Tamozhska, Iryna, Department of Educational Sciences, V. N. Karazin Kharkiv National University, Kharkiv, Kharkiv Oblast, Ukraine; Chubuk, Ruslan, Department of Social Work, Petro Mohyla Black Sea National University, Mykolaiv, Mykolaiv Oblast, Ukraine; Pienov, Vadim, and Natural Sciences Education, Odesa I.I. Mechnikov National University, Odesa, Odeska Oblast, Ukraine; Myroshnychenko, Nataliia, Donetsk State University of Internal Affairs, Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine; Prokofyeva, Lyubov, Department of of Pedagogical Education and Social Rehabilitation, Odesa I.I. Mechnikov National University, Odesa, Odeska Oblast, Ukraine","Digitalisation; Educational Space; Information and Communication Technologies; Information Society; Integration; Learning Process","Editorial Salud, Ciencia y Tecnologia","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85207308641"
"Choudhury, S.; Deb, J.P.; Pradhan, P.; Mishra, A.","Choudhury, Sourav (57703467500); Deb, Joy Prakash (59257605700); Pradhan, Pratima (59368550200); Mishra, Aishwarya (59368550300)","57703467500; 59257605700; 59368550200; 59368550300","Validation of the Teachers AI-TPACK Scale for the Indian Educational Setting","2024","International Journal of Experimental Research and Review","43","","","119","133","4","10.52756/ijerr.2024.v43spl.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206475809&doi=10.52756%2Fijerr.2024.v43spl.009&partnerID=40&md5=c9b68b3ac8a23e3fc2f1d86f85723cfa","GlobalNxt University, Kuala Lumpur, Malaysia; Department of Education, Fakir Mohan University, Balasore, OR, India","Choudhury, Sourav, GlobalNxt University, Kuala Lumpur, Malaysia; Deb, Joy Prakash, Department of Education, Fakir Mohan University, Balasore, OR, India; Pradhan, Pratima, Department of Education, Fakir Mohan University, Balasore, OR, India; Mishra, Aishwarya, Department of Education, Fakir Mohan University, Balasore, OR, India","Artificial Intelligence; confirmatory factor analysis; exploratory factor analysis; India; scale validation; teachers TPACK framework","International Academic Publishing House (IAPH)","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85206475809"
"Tymoshenko, N.; Gordiichuk, G.; Davydova, Z.; Sirenko, P.; Dorozhko, Y.","Tymoshenko, Nataliia (59152491500); Gordiichuk, Galyna (58037980900); Davydova, Zhanna V. (57220933671); Sirenko, Pavlo O. (57947180000); Dorozhko, Yevhen (59361352400)","59152491500; 58037980900; 57220933671; 57947180000; 59361352400","Utilising artificial intelligence in education: current trends, challenges, and future directions; Utilización de la inteligencia artificial en la educación: tendencias actuales, retos y orientaciones futuras","2024","Salud, Ciencia y Tecnologia - Serie de Conferencias","3","","1134","","","5","10.56294/sctconf2024.1134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205968692&doi=10.56294%2Fsctconf2024.1134&partnerID=40&md5=6bfde8a94bfe2e5baa61ab2fafedbf93","Department of Philosophy, National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Psychology and Professional Education Training, Vinnytsia Mykhailo Kotsiubynskyi State Pedagogical University, Vinnytsia, Vinnytsia Oblast, Ukraine; Kharkiv International Medical University, Kharkiv, Kharkiv Oblast, Ukraine; Latvian Academy of Sport Education, Riga, Latvia; Kharkiv National Medical University, Kharkiv, Kharkiv Oblast, Ukraine; Geodesy and Land Management, Kharkiv National Automobile and Highway University, Kharkiv, Kharkiv Oblast, Ukraine","Tymoshenko, Nataliia, Department of Philosophy, National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Gordiichuk, Galyna, Psychology and Professional Education Training, Vinnytsia Mykhailo Kotsiubynskyi State Pedagogical University, Vinnytsia, Vinnytsia Oblast, Ukraine; Davydova, Zhanna V., Kharkiv International Medical University, Kharkiv, Kharkiv Oblast, Ukraine; Sirenko, Pavlo O., Latvian Academy of Sport Education, Riga, Latvia, Kharkiv National Medical University, Kharkiv, Kharkiv Oblast, Ukraine; Dorozhko, Yevhen, Geodesy and Land Management, Kharkiv National Automobile and Highway University, Kharkiv, Kharkiv Oblast, Ukraine","Adaptation of The Educational Process; Artificial Intelligence (AI); Automation of the Educational Process; Education System; Intellectual Technologies; Neural Network","Editorial Salud, Ciencia y Tecnologia","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205968692"
"Mariyono, M.; Hidayatullah, A.N.A.","Mariyono, Dwi (60019772200); Hidayatullah, Akmal Nur Alif (59294923200)","60019772200; 59294923200","Transformative impact of ai on multicultural education: A qualitative thematic analysis","2024","Edelweiss Applied Science and Technology","8","5","","113","118","5","10.55214/25768484.v8i5.1667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205938647&doi=10.55214%2F25768484.v8i5.1667&partnerID=40&md5=17e4714ea2169ec2a0ebfa908361e557","Faculty of Islamic Studies, Universitas Islam Malang, Malang, Indonesia; Faculty of Computer Science, Brawijaya University, Malang, East Java, Indonesia","Mariyono, Dwi, Faculty of Islamic Studies, Universitas Islam Malang, Malang, Indonesia; Hidayatullah, Akmal Nur Alif, Faculty of Computer Science, Brawijaya University, Malang, East Java, Indonesia","Artificial Intelligence; Cultural sensitivity; Culturally responsive; Inclusive; Personalized learning; Transformative","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205938647"
"Khoir, T.; Abdul Hanid, M.; Khasan, M.; Azean Atan, N.; Elizabeth, M.; Hashim, S.","Khoir, Tholkhatul (59155430200); Abdul Hanid, Mohd Fadzil (57216656300); Khasan, Moh (57224477563); Azean Atan, Noor (59354962900); Elizabeth, Misbah Zulfa (57196096132); Hashim, Shahrin (35193794200)","59155430200; 57216656300; 57224477563; 59354962900; 57196096132; 35193794200","Enhancing Fiqh learning outcomes through artificial intelligence applications at Sekolah Indonesia Johor Bahru","2024","Edelweiss Applied Science and Technology","8","4","","1764","1777","1","10.55214/25768484.v8i4.1551","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205710750&doi=10.55214%2F25768484.v8i4.1551&partnerID=40&md5=4b722e4cf5dc1d941207e44431655b5f","Universitas Islam Negeri Walisongo Semarang, Semarang, Central Java, Indonesia; School of Education, Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia","Khoir, Tholkhatul, Universitas Islam Negeri Walisongo Semarang, Semarang, Central Java, Indonesia; Abdul Hanid, Mohd Fadzil, School of Education, Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia; Khasan, Moh, Universitas Islam Negeri Walisongo Semarang, Semarang, Central Java, Indonesia; Azean Atan, Noor, School of Education, Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia; Elizabeth, Misbah Zulfa, Universitas Islam Negeri Walisongo Semarang, Semarang, Central Java, Indonesia; Hashim, Shahrin, School of Education, Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia","Artificial Intelligence; Fiqh learning; Learning","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205710750"
"Espinosa, R.D.C.; Caicedo-Eraso, J.C.C.; Jiménez-Pitre, I.J.","Espinosa, Rubén Darío Cárdenas (59354929700); Caicedo-Eraso, Julio C. (55600216900); Jiménez-Pitre, Iris Agustina (57193426704)","59354929700; 55600216900; 57193426704","Knowledge-based education and the management of artificial intelligence tools: Experiences and good practices","2024","Edelweiss Applied Science and Technology","8","4","","746","752","0","10.55214/25768484.v8i4.1458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205680548&doi=10.55214%2F25768484.v8i4.1458&partnerID=40&md5=933c877998db64416d142bf8f5a2d762","Faculty of Engineering, Universidad de Caldas, Manizales, Caldas, Colombia; Universidad de la Guajira, Riohacha, La Guajira, Colombia","Espinosa, Rubén Darío Cárdenas, Faculty of Engineering, Universidad de Caldas, Manizales, Caldas, Colombia; Caicedo-Eraso, Julio C., Faculty of Engineering, Universidad de Caldas, Manizales, Caldas, Colombia; Jiménez-Pitre, Iris Agustina, Universidad de la Guajira, Riohacha, La Guajira, Colombia","Artificial Intelligence (AI); Best practices; Educational innovation; Knowledge-based education (CBE); Learning","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205680548"
"Boudia, C.; Krismadinata, K.","Boudia, Cherifa (57209177171); Krismadinata, Krismadinata (24605408100)","57209177171; 24605408100","Early insights into SLA with chatGPT: Navigating CS teachers and student perspectives in an opinion-based exploration","2024","Edelweiss Applied Science and Technology","8","5","","648","661","3","10.55214/25768484.v8i5.1729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205677417&doi=10.55214%2F25768484.v8i5.1729&partnerID=40&md5=274439592916a2910a3238000ee2c75c","El M'nouer, Université Mustapha Stambouli de Mascara, Mascara, Mascara, Algeria; Universitas Negeri Padang, Padang, West Sumatra, Indonesia","Boudia, Cherifa, El M'nouer, Université Mustapha Stambouli de Mascara, Mascara, Mascara, Algeria; Krismadinata, Krismadinata, Universitas Negeri Padang, Padang, West Sumatra, Indonesia","Artificial intelligence; ChatGPT; Collaborative learning; Higher Education; Programming; Social learning analytics","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205677417"
"Csiszárik-Kocsir, Á.; Revák, B.","Csiszárik-Kocsir, Ágnes (55623660100); Revák, Bernadett (59302023900)","55623660100; 59302023900","The use of artificial intelligence in education in the light of security Culture according to the opinions of Hungarian and Turkish youth","2024","Edelweiss Applied Science and Technology","8","4","","1261","1270","0","10.55214/25768484.v8i4.1502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205669295&doi=10.55214%2F25768484.v8i4.1502&partnerID=40&md5=91d2d75e6a681b86a77722e53dc9fc2f","Keleti Károly Faculty of Business and Management, Obuda University, Budapest, Hungary; Doctoral School on Safety and Security Sciences, Obuda University, Budapest, Hungary","Csiszárik-Kocsir, Ágnes, Keleti Károly Faculty of Business and Management, Obuda University, Budapest, Hungary; Revák, Bernadett, Doctoral School on Safety and Security Sciences, Obuda University, Budapest, Hungary","Artificial intelligence; Critical information infrastructure; Digitalisation; Education; Security; Security awareness; Security culture","Learning Gate","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205669295"
"Islam, Q.; Khan, S.M.F.A.","Islam, Qamrul (58812497500); Khan, Syed Md Faisal Ali (59003377300)","58812497500; 59003377300","Understanding deep learning across academic domains: A structural equation modelling approach with a partial least squares approach","2024","International Journal of Innovative Research and Scientific Studies","7","4","","1389","1407","8","10.53894/ijirss.v7i4.3408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203597933&doi=10.53894%2Fijirss.v7i4.3408&partnerID=40&md5=51866b6efb2280f0cbde3593301760cf","Faculty of Computer Studies, Arab Open University, Riyadh, Riyad, Saudi Arabia; Department of MIS, Jazan University, Jizan, Jazan, Saudi Arabia","Islam, Qamrul, Faculty of Computer Studies, Arab Open University, Riyadh, Riyad, Saudi Arabia; Khan, Syed Md Faisal Ali, Department of MIS, Jazan University, Jizan, Jazan, Saudi Arabia","Academic impact of deep learning; Artificial intelligence in education; Deep learning; Digital education transformation; Educational technology; Technology integration in academic research","Innovative Research Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203597933"
"Alhazzani, N.S.","Alhazzani, Noura Saud (58155655500)","58155655500","Enhancing mathematics teachers’ pedagogical skills by using ChatGPT","2024","International Journal of Innovative Research and Scientific Studies","7","4","","1614","1627","5","10.53894/ijirss.v7i4.3460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203581805&doi=10.53894%2Fijirss.v7i4.3460&partnerID=40&md5=cd243e09cf4bc73628b10a9dea0848dd","School of Education, King Saud University, Riyadh, Riyad, Saudi Arabia","Alhazzani, Noura Saud, School of Education, King Saud University, Riyadh, Riyad, Saudi Arabia","Artificial intelligent; Creative teaching; Engineering; Generative AI (ChatGPT); Math; Pedagogical skills; STEM science; Technology","Innovative Research Publishing","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203581805"
"Wachter, S.; Mittelstadt, B.; Russell, C.","Wachter, Sandra (57193720955); Mittelstadt, Brent Daniel (57131461100); Russell, Chris (36601366300)","57193720955; 57131461100; 36601366300","Do large language models have a legal duty to tell the truth?","2024","Royal Society Open Science","11","8","240197","","","30","10.1098/rsos.240197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201162467&doi=10.1098%2Frsos.240197&partnerID=40&md5=e45b07a686e53cfb36c942b71e08779f","Oxford Social Sciences Division, Oxford, Oxfordshire, United Kingdom","Wachter, Sandra, Oxford Social Sciences Division, Oxford, Oxfordshire, United Kingdom; Mittelstadt, Brent Daniel, Oxford Social Sciences Division, Oxford, Oxfordshire, United Kingdom; Russell, Chris, Oxford Social Sciences Division, Oxford, Oxfordshire, United Kingdom","artificial intelligence; human rights; large language models; law; philosophy; truth","Royal Society Publishing","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85201162467"
"Pavlova, A.; Gerazov, B.; Barreiro, A.","Pavlova, Andrijana (59243359700); Gerazov, Branislav (25122504400); Barreiro, Anabela (25031388300)","59243359700; 25122504400; 25031388300","Large Language Models and OpenLogos: An Educational Case Scenario","2024","Open Research Europe","4","","110","","","1","10.12688/openreseurope.17605.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200259903&doi=10.12688%2Fopenreseurope.17605.1&partnerID=40&md5=158d7eeb4e69ef6a4e57e6a173915d39","Institute of Macedonian Literature, Skopje, North Macedonia; Faculty of Electrical Engineering and Information Technologies, Skopje, North Macedonia; Instituto de Engenharia de Sistemas e Computadores: Investigação e Desenvolvimento em Lisboa, Lisbon, Lisbon, Portugal","Pavlova, Andrijana, Institute of Macedonian Literature, Skopje, North Macedonia; Gerazov, Branislav, Faculty of Electrical Engineering and Information Technologies, Skopje, North Macedonia; Barreiro, Anabela, Instituto de Engenharia de Sistemas e Computadores: Investigação e Desenvolvimento em Lisboa, Lisbon, Lisbon, Portugal","Education; Generative Artificial Intelligence; Large Language Models; Multi3Generation COST Action; Natural Language Generation; OpenLogos","F1000 Research Ltd","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85200259903"
"Alkhuzaim, K.M.; Alzuhair, N.F.; Al-Qutaim, A.M.","Alkhuzaim, Khalid Mohammed (57816296200); Alzuhair, Nouf Fahad (57979388700); Al-Qutaim, Asmaa Muhammad (58219981500)","57816296200; 57979388700; 58219981500","Assessing the prerequisites for integrating artificial intelligence in secondary education: Perspectives of teachers in Saudi Arabia","2024","Journal of Asian Scientific Research","14","2","","140","167","3","10.55493/5003.v14i2.5039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196717844&doi=10.55493%2F5003.v14i2.5039&partnerID=40&md5=3be75a328e2234430f9b5a27809ad82d","Department of Curriculum and Instruction, Imam Mohammad Ibn Saud Islamic University, Riyadh, Riyad, Saudi Arabia; Department of Educational Sciences, Majmaah University, Al-Majmaah, Riyad, Saudi Arabia","Alkhuzaim, Khalid Mohammed, Department of Curriculum and Instruction, Imam Mohammad Ibn Saud Islamic University, Riyadh, Riyad, Saudi Arabia; Alzuhair, Nouf Fahad, Department of Curriculum and Instruction, Imam Mohammad Ibn Saud Islamic University, Riyadh, Riyad, Saudi Arabia; Al-Qutaim, Asmaa Muhammad, Department of Educational Sciences, Majmaah University, Al-Majmaah, Riyad, Saudi Arabia","Artificial intelligence; Requirements; Secondary stage; Teaching","Asian Economic and Social Society","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85196717844"
